quarter,month,ADM1_NAME,ADM1_CODE,inadequate
2024Q3,8,Kogi,2228,0.461038961038961
2024Q3,8,Kwara,2229,0.4966887417218543
2024Q3,8,Lagos,2230,0.2903225806451613
2024Q3,8,Nassarawa,65705,0.5666666666666667
2024Q3,8,Niger,2231,0.631578947368421
2024Q3,8,Ogun,2232,0.48366013071895425
2024Q3,8,Plateau,65707,0.5
2024Q3,8,Rivers,65708,0.35294117647058826
2024Q3,8,Sokoto,65709,0.803921568627451
2024Q3,8,Taraba,2239,0.7290322580645161
2024Q3,8,Yobe,2240,0.6416309012875536
2024Q3,8,Zamfara,65710,0.7483870967741936
2024Q3,9,Abia,65698,0.3469387755102041
2024Q3,9,Abuja,2221,0.3277777777777778
2024Q3,9,Adamawa,2211,0.5141388174807198
2024Q3,9,Akwa Ibom,2212,0.33793103448275863
2024Q3,9,Bauchi,65699,0.7430555555555556
2024Q3,9,Benue,2215,0.5033557046979866
2024Q3,9,Borno,2216,0.6067193675889329
2024Q3,9,Cross River,2217,0.3197278911564626
2024Q3,9,Edo,2219,0.410958904109589
2024Q3,9,Enugu,65703,0.33783783783783783
2024Q3,9,Gombe,65704,0.726027397260274
2024Q3,9,Jigawa,2223,0.7755102040816326
2024Q3,9,Kaduna,2224,0.7328767123287672
2024Q3,9,Kano,2225,0.6666666666666666
2024Q3,9,Katsina,2226,0.7638888888888888
2024Q3,9,Kebbi,2227,0.7635135135135135
2024Q3,9,Kogi,2228,0.47651006711409394
2024Q3,9,Kwara,2229,0.4105960264900662
2024Q3,9,Lagos,2230,0.23163841807909605
2024Q3,9,Nassarawa,65705,0.5298013245033113
2024Q3,9,Niger,2231,0.5594405594405595
