country_id,country_name,region_id,region_name,variable_id,variable_name,sensor_id,sensor_name,class_id,class_name,date,value
155,Nigeria,535,Lagos,240,FPAR Cumulated - zscore,3,MODIS,1,Crop during growing cycle,20041011,0.797
155,Nigeria,535,Lagos,240,FPAR Cumulated - zscore,3,MODIS,1,Crop during growing cycle,20041021,0.799
155,Nigeria,535,Lagos,240,FPAR Cumulated - zscore,3,MODIS,1,Crop during growing cycle,20041101,0.726
155,Nigeria,535,Lagos,240,FPAR Cumulated - zscore,3,MODIS,1,Crop during growing cycle,20041111,0.65
155,Nigeria,535,Lagos,240,FPAR Cumulated - zscore,3,MODIS,1,Crop during growing cycle,20041121,0.583
155,Nigeria,535,Lagos,240,FPAR Cumulated - zscore,3,MODIS,1,Crop during growing cycle,20041201,0.534
155,Nigeria,535,Lagos,240,FPAR Cumulated - zscore,3,MODIS,1,Crop during growing cycle,20041211,0.431
155,Nigeria,535,Lagos,240,FPAR Cumulated - zscore,3,MODIS,1,Crop during growing cycle,20041221,0.35
155,Nigeria,535,Lagos,240,FPAR Cumulated - zscore,3,MODIS,1,Crop during growing cycle,20050101,0.118
155,Nigeria,535,Lagos,240,FPAR Cumulated - zscore,3,MODIS,1,Crop during growing cycle,20050111,1.32
155,Nigeria,535,Lagos,240,FPAR Cumulated - zscore,3,MODIS,1,Crop during growing cycle,20050211,0.59
155,Nigeria,535,Lagos,240,FPAR Cumulated - zscore,3,MODIS,1,Crop during growing cycle,20050221,0.123
155,Nigeria,535,Lagos,240,FPAR Cumulated - zscore,3,MODIS,1,Crop during growing cycle,20050301,0.382
155,Nigeria,535,Lagos,240,FPAR Cumulated - zscore,3,MODIS,1,Crop during growing cycle,20050311,0.539
155,Nigeria,535,Lagos,240,FPAR Cumulated - zscore,3,MODIS,1,Crop during growing cycle,20050321,0.636
155,Nigeria,535,Lagos,240,FPAR Cumulated - zscore,3,MODIS,1,Crop during growing cycle,20050401,0.65
155,Nigeria,535,Lagos,240,FPAR Cumulated - zscore,3,MODIS,1,Crop during growing cycle,20050411,0.648
155,Nigeria,535,Lagos,240,FPAR Cumulated - zscore,3,MODIS,1,Crop during growing cycle,20050421,0.616
155,Nigeria,535,Lagos,240,FPAR Cumulated - zscore,3,MODIS,1,Crop during growing cycle,20050501,0.555
155,Nigeria,535,Lagos,240,FPAR Cumulated - zscore,3,MODIS,1,Crop during growing cycle,20050511,0.477
155,Nigeria,535,Lagos,240,FPAR Cumulated - zscore,3,MODIS,1,Crop during growing cycle,20050521,0.409
155,Nigeria,535,Lagos,240,FPAR Cumulated - zscore,3,MODIS,1,Crop during growing cycle,20050601,0.345
155,Nigeria,535,Lagos,240,FPAR Cumulated - zscore,3,MODIS,1,Crop during growing cycle,20050611,0.306
155,Nigeria,535,Lagos,240,FPAR Cumulated - zscore,3,MODIS,1,Crop during growing cycle,20050621,0.329
155,Nigeria,535,Lagos,240,FPAR Cumulated - zscore,3,MODIS,1,Crop during growing cycle,20050701,0.309
155,Nigeria,535,Lagos,240,FPAR Cumulated - zscore,3,MODIS,1,Crop during growing cycle,20050711,0.419
