Unique Household ID,ISO3 country code,Urban/Rural Classification,LGA,State,Zone,Household size (number of individuals),adult-equivalent household size,Mean household dietary Energy Requirement (kcal/day) per capita,"FAO minimum dietary energy requirement, PC all population","Quintile, defined by tot. HH PC Exp.",Household Weight,Total expenditure (NGN/d) per PC (income proxy) in survey period,Total food expenditure (NGN/d) per PC (income proxy) in survey period,Income quintile across total household population (weighted),Food poverty line,PC Value (NGN/day),PC Quant (g/day - with edible),PC Kcals / day,AE Kcals / day,Latent PC Value (NGN/day),PC Value (NGN/day) - INCOME effect,PC Quant (g/day - with edible) - INCOME effect,PC Kcals / day - INCOME effect,PC Value (NGN/day) - OWN-PRICE effect,PC Quant (g/day - with edible) - OWN-PRICE effect,PC Kcals / day - OWN-PRICE effect,PC Value (NGN/day) - COMBINED-PRICE effect,PC Quant (g/day - with edible) - COMBINED-PRICE effect,PC Kcals / day - COMBINED-PRICE effect,PC Value (NGN/day) - TOTAL effect,PC Quant (g/day - with edible) - TOTAL effect,PC Kcals / day - TOTAL effect,HH Food Poor-Baseline,HH Food Poor - INCOME EFFECT,HH Food Poor - OWN-PRICE EFFECT,HH Food Poor - COMBINED-PRICE EFFECT,HH Food Poor - TOTAL EFFECT,HH Kcal-inad-Baseline,HH Kcal-inad - INCOME EFFECT,HH Kcal-inad - OWN-PRICE EFFECT,HH Kcal-inad - COMBINED-PRICE EFFECT,HH Kcal-inad - TOTAL EFFECT,HH Hungry-Baseline,HH Hungry - INCOME EFFECT,HH Hungry - OWN-PRICE EFFECT,HH Hungry - COMBINED-PRICE EFFECT,HH Hungry - TOTAL EFFECT,Pop. Weight,Unnamed: 50,Total Ind Pop.,Total HH Pop.
108364,NGA,rural,108. ISUIKWATO,1. Abia,4. South East,7,5.622388945798601,14055.972364496503,1713,3,1686.8292188781518,470.7593688964844,300.6312255859375,3,242.88609313964844,239.01754787564278,1007.6637945504959,1953.464471489191,2432.106957912445,236.0538194179535,239.01754787564278,1007.6637945504959,1953.464471489191,239.01754787564278,1007.6637945504959,1953.464471489191,239.01754787564278,1007.6637945504959,1953.464471489191,239.01754787564278,1007.6637945504959,1953.464471489191,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,11807.804532147062,,,
109391,NGA,rural,109. OBINGWA,1. Abia,4. South East,2,1.839981217144763,4599.953042861907,1713,4,1824.0487365409695,536.643798828125,250.68960571289062,3,242.88609313964844,230.632073700428,594.8630478757385,1782.5387423038483,1937.561907172203,227.4316489994526,230.632073700428,594.8630478757385,1782.5387423038483,230.632073700428,594.8630478757385,1782.5387423038483,230.632073700428,594.8630478757385,1782.5387423038483,230.632073700428,594.8630478757385,1782.5387423038483,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,3648.097473081939,,,
110261,NGA,rural,110. OHAFIA,1. Abia,4. South East,1,0.838781217144763,2096.9530428619073,1713,5,1601.2110069286116,941.8192749023438,698.3482055664062,5,252.12014770507812,585.7613739967346,1743.3007599659313,2940.273145198822,3505.4113063812256,578.9790122509003,585.7613739967346,1743.300759965931,2940.273145198822,585.7613739967346,1743.300759965931,2940.273145198822,585.7613739967346,1743.300759965931,2940.273145198822,585.7613739967346,1743.300759965931,2940.273145198822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1601.2110069286116,,,
110263,NGA,rural,110. OHAFIA,1. Abia,4. South East,3,2.9093268586854872,7273.317146713718,1713,4,1601.2110069286116,576.5843505859375,168.49981689453125,4,252.12014770507812,163.4070103764534,520.2526911069472,1209.8624305725098,1247.5694309473038,163.15233129262924,163.4070103764534,520.2526911069474,1209.8624305725098,163.4070103764534,520.2526911069474,1209.8624305725098,163.4070103764534,520.2526911069474,1209.8624305725098,163.4070103764534,520.2526911069474,1209.8624305725098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4803.633020785835,,,
110268,NGA,rural,110. OHAFIA,1. Abia,4. South East,5,4.070248447718687,10175.621119296718,1713,3,1601.2110069286116,447.9822082519531,235.0428466796875,3,252.12014770507812,191.33655774593353,604.2179142192506,1272.0453591644764,1562.6139045357704,190.5602006316185,191.33655774593353,604.2179142192506,1272.0453591644764,191.33655774593353,604.2179142192506,1272.0453591644764,191.33655774593353,604.2179142192506,1272.0453591644764,191.33655774593353,604.2179142192506,1272.0453591644764,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8006.055034643058,,,
111411,NGA,rural,111. OSISIOMA NORTH,1. Abia,4. South East,3,2.857128465253285,7142.821163133212,1713,5,2165.290370702372,1156.179931640625,604.1726684570312,5,241.8197479248047,569.2091152667999,1730.9251543404696,3552.0723929405212,3729.6947813034058,562.1441260576248,569.2091152667999,1730.9251543404696,3552.0723929405212,569.2091152667999,1730.9251543404696,3552.0723929405212,569.2091152667999,1730.9251543404696,3552.0723929405212,569.2091152667999,1730.9251543404696,3552.0723929405212,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,6495.871112107116,,,
111412,NGA,rural,111. OSISIOMA NORTH,1. Abia,4. South East,5,4.406248447718687,11015.621119296718,1713,4,2165.290370702372,564.634521484375,314.88604736328125,3,241.8197479248047,276.56465327739716,1024.5976247277567,1940.3809067606926,2201.851415157318,276.79366052150726,276.56465327739716,1024.597624727757,1940.3809067606926,276.56465327739716,1024.597624727757,1940.3809067606926,276.56465327739716,1024.597624727757,1940.3809067606926,276.56465327739716,1024.597624727757,1940.3809067606926,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,10826.45185351186,,,
115102,NGA,rural,115. UMUAHIA NORTH,1. Abia,4. South East,5,5.108291028216391,12770.72757054098,1713,2,1837.2161071719681,352.27825927734375,222.6012420654297,2,241.7771759033203,223.7080983221531,608.2272682243068,1378.4486892223358,1349.2268624305725,216.8961599767208,223.7080983221531,608.2272682243067,1378.4486892223358,223.7080983221531,608.2272682243067,1378.4486892223358,223.7080983221531,608.2272682243067,1378.4486892223358,223.7080983221531,608.2272682243067,1378.4486892223358,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9186.08053585984,,,
115104,NGA,rural,115. UMUAHIA NORTH,1. Abia,4. South East,6,4.551048447718688,11377.621119296718,1713,2,1837.2161071719681,358.47576904296875,141.77090454101562,2,241.7771759033203,104.43913109600544,355.48711708210413,933.638817191124,1230.8884456157684,106.9217973947525,104.43913109600544,355.4871170821041,933.638817191124,104.43913109600544,355.4871170821041,933.638817191124,104.43913109600544,355.4871170821041,933.638817191124,104.43913109600544,355.4871170821041,933.638817191124,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11023.296643031808,,,
115109,NGA,rural,115. UMUAHIA NORTH,1. Abia,4. South East,1,0.9194322433342397,2298.580608335599,1713,5,1837.2161071719681,770.5084228515625,390.82330322265625,4,241.7771759033203,359.3355664610863,869.9385540841337,2076.6799812316895,2258.6547508239746,360.98430278897285,359.3355664610863,869.9385540841337,2076.6799812316895,359.3355664610863,869.9385540841337,2076.6799812316895,359.3355664610863,869.9385540841337,2076.6799812316895,359.3355664610863,869.9385540841337,2076.6799812316895,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1837.2161071719681,,,
115297,NGA,urban,115. UMUAHIA NORTH,1. Abia,4. South East,6,6.292139730800135,15730.34932700034,1713,1,2038.2519166150519,356.2710876464844,145.8327178955078,2,242.07962036132812,151.9332834482193,939.1343431177452,1849.3380869030952,1763.4746096134186,150.52548825740814,151.9332834482193,939.1343431177451,1849.3380869030952,151.9332834482193,939.1343431177451,1849.3380869030952,151.9332834482193,939.1343431177451,1849.3380869030952,151.9332834482193,939.1343431177451,1849.3380869030952,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,12229.51149969031,,,
115576,NGA,rural,115. UMUAHIA NORTH,1. Abia,4. South East,2,2.010976023442109,5027.4400586052725,1713,4,1510.4455247101098,737.2208862304688,438.447509765625,4,241.8197479248047,431.56800204515457,1696.8816380725677,3420.577778995037,3401.9080744981766,434.31974402070045,431.56800204515457,1696.8816380725677,3420.577778995037,431.56800204515457,1696.8816380725677,3420.577778995037,431.56800204515457,1696.8816380725677,3420.577778995037,431.56800204515457,1696.8816380725677,3420.577778995037,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,3020.8910494202196,,,
116128,NGA,rural,116. UMUAHIA SOUTH,1. Abia,4. South East,3,3.1226790844851293,7806.6977112128225,1713,4,1438.3227622405807,531.04931640625,340.1968078613281,3,221.56393432617188,346.9655902683735,2009.6476189024695,3838.088572204113,3687.303569793701,339.9083763062954,346.9655902683735,2009.647618902469,3838.088572204113,346.9655902683735,2009.647618902469,3838.088572204113,346.9655902683735,2009.647618902469,3838.088572204113,346.9655902683735,2009.647618902469,3838.088572204113,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,4314.968286721742,,,
117136,NGA,rural,117. UMUNNEOCHI,1. Abia,4. South East,1,0.838781217144763,2096.9530428619073,1713,5,1321.337286122946,1144.212646484375,470.9543762207031,5,229.12905883789062,377.8848581314087,2344.8156959594294,4517.1825885772705,5385.412101149559,376.6990366280079,377.8848581314087,2344.8156959594294,4517.1825885772705,377.8848581314087,2344.8156959594294,4517.1825885772705,377.8848581314087,2344.8156959594294,4517.1825885772705,377.8848581314087,2344.8156959594294,4517.1825885772705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1321.337286122946,,,
201019,NGA,rural,201. DEMSA,2. Adamawa,2. North East,4,4.062648447718687,10156.621119296718,1713,3,2897.9237530644764,423.972900390625,214.73904418945312,3,216.2501983642578,214.5308898538351,716.752156156659,1727.2498137950897,1700.614572763443,213.4880390316248,214.5308898538351,716.752156156659,1727.2498137950897,214.5308898538351,716.752156156659,1727.2498137950897,214.5308898538351,716.752156156659,1727.2498137950897,214.5308898538351,716.752156156659,1727.2498137950897,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,11591.695012257906,,,
202002,NGA,rural,202. FUFORE/GURIN,2. Adamawa,2. North East,5,5.101951508761707,12754.878771904268,1713,1,760.1914695201334,270.3056945800781,185.4985809326172,1,218.92947387695312,189.28095200657845,621.343719845927,1627.6418721675873,1595.116940498352,184.39840051531792,189.28095200657845,621.3437198459271,1627.6418721675873,189.28095200657845,621.3437198459271,1627.6418721675873,189.28095200657845,621.3437198459271,1627.6418721675873,189.28095200657845,621.3437198459271,1627.6418721675873,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3800.957347600667,,,
202164,NGA,rural,202. FUFORE/GURIN,2. Adamawa,2. North East,14,12.277247730680754,30693.11932670188,1713,3,1403.0588110377564,389.8221435546875,216.4071502685547,2,205.35166931152344,189.77745878696442,401.517309559402,1184.0512022972107,1350.1981115341187,187.21014396846294,189.77745878696442,401.51730955940195,1184.0512022972107,189.77745878696442,401.51730955940195,1184.0512022972107,189.77745878696442,401.51730955940195,1184.0512022972107,189.77745878696442,401.51730955940195,1184.0512022972107,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19642.82335452859,,,
202543,NGA,rural,202. FUFORE/GURIN,2. Adamawa,2. North East,7,6.382248447718687,15955.621119296718,1713,1,920.3615181989853,197.67245483398438,166.3043670654297,1,215.39219665527344,151.62794826179743,992.4732404398534,2083.4674463272095,2285.1307826042175,144.77914254367352,151.62794826179743,992.4732404398533,2083.4674463272095,151.62794826179743,992.4732404398533,2083.4674463272095,151.62794826179743,992.4732404398533,2083.4674463272095,151.62794826179743,992.4732404398533,2083.4674463272095,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,6442.530627392897,,,
202549,NGA,rural,202. FUFORE/GURIN,2. Adamawa,2. North East,7,5.416681831239495,13541.704578098737,1713,2,920.3615181989853,299.6732177734375,192.59767150878906,2,215.39219665527344,149.03433153033257,572.255929497803,1760.8847385942936,2275.5985355377197,148.37219132483006,149.03433153033257,572.255929497803,1760.8847385942936,149.03433153033257,572.255929497803,1760.8847385942936,149.03433153033257,572.255929497803,1760.8847385942936,149.03433153033257,572.255929497803,1760.8847385942936,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,6442.530627392897,,,
203478,NGA,rural,203. GANYE,2. Adamawa,2. North East,9,7.956424687172329,19891.061717930825,1713,2,1725.0178151139248,344.86248779296875,236.66250610351562,2,208.86427307128906,209.2208223193884,1019.871584921458,2131.9865169525146,2411.620728492737,205.6814608760178,209.2208223193884,1019.8715849214578,2131.9865169525146,209.2208223193884,1019.8715849214578,2131.9865169525146,209.2208223193884,1019.8715849214578,2131.9865169525146,209.2208223193884,1019.8715849214578,2131.9865169525146,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,15525.160336025323,,,
204171,NGA,rural,204. GIREI,2. Adamawa,2. North East,5,3.86823738679505,9670.593466987626,1713,2,873.5973549024665,349.98455810546875,203.48178100585938,2,213.38946533203125,157.42315590381622,721.9493831333432,1679.1952157020569,2170.4913997650146,154.10324373841286,157.42315590381622,721.9493831333432,1679.1952157020569,157.42315590381622,721.9493831333432,1679.1952157020569,157.42315590381622,721.9493831333432,1679.1952157020569,157.42315590381622,721.9493831333432,1679.1952157020569,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4367.986774512332,,,
204177,NGA,rural,204. GIREI,2. Adamawa,2. North East,2,1.950484278187783,4876.210695469457,1713,3,873.5973549024665,424.3346862792969,220.18919372558594,3,213.38946533203125,214.73778733611107,810.3871034565394,2608.7486600875854,2674.975335121155,209.81012606620789,214.73778733611107,810.3871034565393,2608.7486600875854,214.73778733611107,810.3871034565393,2608.7486600875854,214.73778733611107,810.3871034565393,2608.7486600875854,214.73778733611107,810.3871034565393,2608.7486600875854,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1747.194709804933,,,
205185,NGA,rural,205. GOMBI,2. Adamawa,2. North East,5,4.01143738679505,10028.593466987626,1713,3,827.669097266484,395.7424621582031,255.92892456054688,2,205.35166931152344,205.3285655081272,616.2885753852073,1480.4624209403992,1845.3016986846924,205.436832934618,205.3285655081272,616.2885753852073,1480.4624209403992,205.3285655081272,616.2885753852073,1480.4624209403992,205.3285655081272,616.2885753852073,1480.4624209403992,205.3285655081272,616.2885753852073,1480.4624209403992,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4138.34548633242,,,
205191,NGA,urban,205. GOMBI,2. Adamawa,2. North East,6,4.719048447718687,11797.621119296718,1713,3,669.777664338093,639.8829345703125,355.4802551269531,4,230.92794799804688,277.20713597536087,970.7626128650819,2377.163160085678,3022.426923274994,273.11708952113986,277.20713597536087,970.762612865082,2377.163160085678,277.20713597536087,970.762612865082,2377.163160085678,277.20713597536087,970.762612865082,2377.163160085678,277.20713597536087,970.762612865082,2377.163160085678,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,4018.665986028558,,,
205196,NGA,urban,205. GOMBI,2. Adamawa,2. North East,4,3.26183738679505,8154.593466987626,1713,3,669.777664338093,763.3922119140625,541.30517578125,4,230.92794799804688,427.12663772702217,1089.5940213560746,2194.1091701984406,2690.641935110092,426.59340238571167,427.12663772702217,1089.5940213560746,2194.1091701984406,427.12663772702217,1089.5940213560746,2194.1091701984406,427.12663772702217,1089.5940213560746,2194.1091701984406,427.12663772702217,1089.5940213560746,2194.1091701984406,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,2679.110657352372,,,
205198,NGA,urban,205. GOMBI,2. Adamawa,2. North East,5,4.348031526296305,10870.078815740762,1713,1,669.777664338093,341.681640625,204.13351440429688,2,230.92794799804688,174.6586461365223,531.7948059145056,1630.1874095201492,1874.6269516944885,168.03465695679188,174.6586461365223,531.7948059145056,1630.1874095201492,174.6586461365223,531.7948059145056,1630.1874095201492,174.6586461365223,531.7948059145056,1630.1874095201492,174.6586461365223,531.7948059145056,1630.1874095201492,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3348.888321690465,,,
205200,NGA,urban,205. GOMBI,2. Adamawa,2. North East,10,10.286588228760667,25716.470571901664,1713,1,669.777664338093,276.2333068847656,214.30801391601562,1,230.92794799804688,220.4498398900032,669.8323414556319,1940.5611186027527,1886.4963269233704,210.73865143954754,220.4498398900032,669.8323414556319,1940.5611186027527,220.4498398900032,669.8323414556319,1940.5611186027527,220.4498398900032,669.8323414556319,1940.5611186027527,220.4498398900032,669.8323414556319,1940.5611186027527,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,6697.77664338093,,,
206053,NGA,rural,206. GUYUK,2. Adamawa,2. North East,4,3.902248447718687,9755.621119296718,1713,4,572.0515324841817,566.8748168945312,290.81329345703125,4,216.2501983642578,283.706423997879,515.0042881398565,1348.1488070487976,1381.9200172424316,282.1345794200897,283.706423997879,515.0042881398565,1348.1488070487976,283.706423997879,515.0042881398565,1348.1488070487976,283.706423997879,515.0042881398565,1348.1488070487976,283.706423997879,515.0042881398565,1348.1488070487976,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2288.206129936727,,,
206054,NGA,rural,206. GUYUK,2. Adamawa,2. North East,4,3.4085882220384285,8521.470555096072,1713,3,572.0515324841817,384.1734924316406,119.01980590820312,2,216.2501983642578,101.42238014936447,251.96357045563332,805.1865983009338,944.8916063308716,99.79850563406944,101.42238014936447,251.96357045563326,805.1865983009338,101.42238014936447,251.96357045563326,805.1865983009338,101.42238014936447,251.96357045563326,805.1865983009338,101.42238014936447,251.96357045563326,805.1865983009338,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2288.206129936727,,,
207221,NGA,rural,207. HONG,2. Adamawa,2. North East,2,2.090556702464361,5226.391756160903,1713,4,572.0515324841816,653.9014892578125,523.1063842773438,4,213.40963745117188,539.648938447237,1540.2307412598138,3086.4108996391296,2952.7167325019836,531.7017289996147,539.648938447237,1540.2307412598138,3086.4108996391296,539.648938447237,1540.2307412598138,3086.4108996391296,539.648938447237,1540.2307412598138,3086.4108996391296,539.648938447237,1540.2307412598138,3086.4108996391296,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1144.1030649683632,,,
208281,NGA,rural,208. JADA,2. Adamawa,2. North East,3,2.449745641540724,6124.364103851811,1713,3,659.7382898261081,392.2015075683594,315.7779541015625,2,208.29527282714844,257.85856330394745,1130.177065408406,1891.6854441165924,2316.590043067932,249.22646152973175,257.85856330394745,1130.177065408406,1891.6854441165924,257.85856330394745,1130.177065408406,1891.6854441165924,257.85856330394745,1130.177065408406,1891.6854441165924,257.85856330394745,1130.177065408406,1891.6854441165924,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1979.2148694783245,,,
208510,NGA,rural,208. JADA,2. Adamawa,2. North East,6,6.781459763507381,16953.64940876845,1713,1,987.807819485551,116.57261657714844,93.68428039550781,1,225.04071044921875,105.88603864610195,484.38335260550497,1406.706865787506,1244.6053352355957,95.830880664289,105.88603864610195,484.383352605505,1406.706865787506,105.88603864610195,484.383352605505,1406.706865787506,105.88603864610195,484.383352605505,1406.706865787506,105.88603864610195,484.383352605505,1406.706865787506,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5926.846916913306,,,
209017,NGA,rural,209. LAMURDE,2. Adamawa,2. North East,5,4.175916521522022,10439.791303805057,1713,1,672.8539726733205,196.64468383789062,107.65470886230469,1,213.38946533203125,89.91142237186432,269.60428611073894,882.5076328516006,1056.6633927822113,86.19117899239063,89.91142237186432,269.60428611073894,882.5076328516006,89.91142237186432,269.60428611073894,882.5076328516006,89.91142237186432,269.60428611073894,882.5076328516006,89.91142237186432,269.60428611073894,882.5076328516006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3364.2698633666027,,,
209248,NGA,rural,209. LAMURDE,2. Adamawa,2. North East,5,4.513726858685487,11284.317146713718,1713,2,1084.0864839845842,369.19915771484375,237.17083740234375,2,213.40963745117188,214.1048687696457,685.1257365803066,1866.7855229377747,2067.8981981277466,208.71770310401917,214.1048687696457,685.1257365803066,1866.7855229377747,214.1048687696457,685.1257365803066,1866.7855229377747,214.1048687696457,685.1257365803066,1866.7855229377747,214.1048687696457,685.1257365803066,1866.7855229377747,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,5420.432419922921,,,
209317,NGA,rural,209. LAMURDE,2. Adamawa,2. North East,11,9.603593167598262,24008.982918995654,1713,3,572.0515324841817,401.7274475097656,310.32135009765625,2,208.29527282714844,269.6285529397428,939.4763976209281,3109.6502394229174,3561.8078560829163,265.72340896353126,269.6285529397428,939.476397620928,3109.6502394229174,269.6285529397428,939.476397620928,3109.6502394229174,269.6285529397428,939.476397620928,3109.6502394229174,269.6285529397428,939.476397620928,3109.6502394229174,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,6292.566857325999,,,
